popularity,budget,revenue,original_title,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,casts,directors,genres,production_companies
1.123404,35000000.0,126216940.0,L.A. Confidential,138.0,1997-09-19,728,7.5,1997,47546111.2375233,171460704.837137,"Kevin Spacey,Guy Pearce,Danny DeVito,James Cromwell,Kim Basinger",Curtis Hanson,"Crime,Drama,Mystery,Thriller","Regency Enterprises,Wolper Organization,Warner Bros."
1.109101,24000000.0,172363301.0,Scream 2,120.0,1997-12-09,442,6.0,1997,32603047.7057303,234148705.217506,"David Arquette,Neve Campbell,Courteney Cox,Sarah Michelle Gellar,Jamie Kennedy",Wes Craven,"Horror,Mystery","Miramax Films,Konrad Pictures,Maven Entertainment,Dimension Films"
1.087383,45000000.0,181000000.0,Liar Liar,86.0,1997-03-21,774,6.2,1997,61130714.4482443,245881318.114049,"Jim Carrey,Maura Tierney,Justin Cooper,Cary Elwes,Anne Haney",Tom Shadyac,Comedy,"Imagine Entertainment,Universal Pictures"
1.037438,90000000.0,171120329.0,Contact,150.0,1997-07-11,745,6.9,1997,122261428.896488,232460177.075302,"Jodie Foster,Matthew McConaughey,James Woods,John Hurt,Tom Skerritt",Robert Zemeckis,"Drama,Science Fiction,Mystery","Warner Bros.,South Side Amusement Company"
1.031334,62000000.0,1060056.0,Lolita,137.0,1997-09-27,120,6.9,1997,84224539.90647,1440044.0141144,"Jeremy Irons,Dominique Swain,Melanie Griffith,Frank Langella,Suzanne Shepherd",Adrian Lyne,"Drama,Romance","PathÃ©,Lolita Productions"
1.008461,40000000.0,45916769.0,The Rainmaker,135.0,1997-11-18,113,6.5,1997,54338412.8428838,62376108.7583333,"Matt Damon,Danny DeVito,Jon Voight,Claire Danes,Mary Kay Place",Francis Ford Coppola,"Drama,Crime,Thriller","Paramount Pictures,Constellation Entertainment"
0.981422,60000000.0,159330280.0,The Jackal,124.0,1997-11-13,295,6.0,1997,81507619.2643258,216443863.325307,"Bruce Willis,Richard Gere,Sidney Poitier,Diane Venora,J.K. Simmons",Michael Caton-Jones,"Action,Thriller,Adventure,Crime","Universal Pictures,Toho-Towa,Mutual Film Company,Marubeni,Tele MÃ¼nchen Fernseh Produktionsgesellschaft (TMG)"
0.96047,80000000.0,177977226.0,Flubber,93.0,1997-11-26,385,5.1,1997,108676825.685767,241774999.575481,"Robin Williams,Marcia Gay Harden,Christopher McDonald,Raymond J. Barry,Clancy Brown",Les Mayfield,"Comedy,Family,Science Fiction","Walt Disney Pictures,Great Oaks Entertainment"
0.938611,68000000.0,118063304.0,The Saint,116.0,1997-04-03,161,6.0,1997,92375301.8329025,160384313.858672,"Val Kilmer,Elisabeth Shue,Rade Serbedzija,Henry Goodman,Alun Armstrong",Phillip Noyce,"Thriller,Action,Romance,Science Fiction,Adventure","Paramount Pictures,Mace Neufeld Productions,Rysher Entertainment"
0.936736,75000000.0,136982834.0,Conspiracy Theory,135.0,1997-08-07,243,6.4,1997,101884524.080407,186085744.657005,"Mel Gibson,Julia Roberts,Patrick Stewart,Cylk Cozart,Steve Kahan",Richard Donner,"Action,Drama,Mystery,Thriller","Silver Pictures,Warner Bros.,Donner/Shuler-Donner Productions"
0.933349,85000000.0,315156409.0,Air Force One,124.0,1997-07-23,474,6.1,1997,115469127.291128,428127476.558069,"Harrison Ford,Gary Oldman,Glenn Close,Wendy Crewson,William H. Macy",Wolfgang Petersen,"Action,Thriller","Columbia Pictures Corporation,Beacon Communications,Radiant Productions"
0.855982,15000000.0,64256513.0,Wag the Dog,97.0,1997-12-25,120,6.6,1997,20376904.8160814,87289923.2809533,"Dustin Hoffman,Robert De Niro,Anne Heche,Denis Leary,Willie Nelson",Barry Levinson,"Comedy,Drama","New Line Cinema,Tribeca Productions,Baltimore Pictures"
0.855087,50000000.0,314178011.0,As Good as It Gets,139.0,1997-12-19,480,7.0,1997,67923016.0536048,426798361.696852,"Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding Jr.,Skeet Ulrich",James L. Brooks,"Comedy,Romance","Gracie Films,TriStar Pictures"
0.835336,36000000.0,50159144.0,Breakdown,95.0,1997-05-02,84,6.5,1997,48904571.5585954,68139206.8629415,"Kurt Russell,J. T. Walsh,Kathleen Quinlan,M.C. Gainey,Jack Noseworthy",Jonathan Mostow,"Drama,Action,Thriller","Paramount Pictures,Dino De Laurentiis Company,Spelling Films"
0.824965,70000000.0,131457682.0,Seven Years in Tibet,136.0,1997-09-12,342,6.9,1997,95092222.4750467,178580044.897113,"Brad Pitt,Jamyang Jamtsho Wangchuk,David Thewlis,BD Wong,Mako",Jean-Jacques Annaud,"History,Drama,Adventure,War","TriStar Pictures,Mandalay Entertainment,Applecross,Reperage & Vanguard Films"
0.797298,38000000.0,299288605.0,My Best Friend's Wedding,105.0,1997-06-19,336,6.3,1997,51621492.2007396,406571694.44152,"Julia Roberts,Dermot Mulroney,Cameron Diaz,Rupert Everett,Philip Bosco",P.J. Hogan,"Comedy,Romance",TriStar Pictures
0.778274,15000000.0,43101594.0,Boogie Nights,155.0,1997-09-11,438,7.3,1997,20376904.8160814,58551805.2239591,"Mark Wahlberg,Burt Reynolds,John C. Reilly,Julianne Moore,Thomas Jane",Paul Thomas Anderson,Drama,"New Line Cinema,Ghoulardi Film Company,Lawrence Gordon Productions"
0.776305,15000000.0,3675201.0,Lost Highway,134.0,1997-01-15,263,7.3,1997,20376904.8160814,4992614.73046449,"Bill Pullman,Patricia Arquette,John Roselius,Louis Eppolito,Robert Blake",David Lynch,"Drama,Thriller,Mystery","Ciby 2000,October Films,Asymmetrical Productions,Lost Highway Productions"
0.761869999999999,50000000.0,10541523.0,Mad City,114.0,1997-11-07,36,5.3,1997,67923016.0536048,14320240.7191688,"John Travolta,Dustin Hoffman,Mia Kirshner,Alan Alda,Robert Prosky",Costa-Gavras,"Action,Drama,Thriller","Warner Bros.,Arnold Kopelson Productions"
0.742726,18000000.0,251212670.0,Bean,85.0,1997-07-29,297,6.3,1997,24452285.7792977,341262444.345578,"Rowan Atkinson,Peter MacNicol,John Mills,Pamela Reed,Harris Yulin",Mel Smith,Comedy,"Tiger Aspect Productions,PolyGram Filmed Entertainment,Working Title Films"
0.737243,90000000.0,140807547.0,The Devil's Own,107.0,1997-03-12,147,5.8,1997,122261428.896488,191281465.506994,"Harrison Ford,Brad Pitt,Margaret Colin,RubÃ©n Blades,Treat Williams",Alan J. Pakula,"Crime,Thriller,Drama",Columbia Pictures
0.712173,27000000.0,60527873.0,Kiss the Girls,115.0,1997-10-03,170,6.1,1997,36678428.6689466,82224713.7893911,"Morgan Freeman,Ashley Judd,Cary Elwes,Alex McArthur,Tony Goldwyn",Gary Fleder,"Drama,Mystery,Thriller,Crime","Paramount Pictures,Rysher Entertainment"
0.708978,50000000.0,50068310.0,Absolute Power,121.0,1997-02-14,91,6.2,1997,67923016.0536048,68015812.4781372,"Clint Eastwood,Gene Hackman,Ed Harris,Scott Glenn,Laura Linney",Clint Eastwood,"Crime,Drama,Thriller","Columbia Pictures,Castle Rock Entertainment,Malpaso Productions"
0.706535999999999,25000000.0,36400360.0,Vegas Vacation,93.0,1997-02-13,69,6.1,1997,33961508.0268024,49448444.7327399,"Chevy Chase,Beverly D'Angelo,Randy Quaid,Ethan Embry,Marisol Nichols",Stephen Kessler,Comedy,"Jerry Weintraub Productions,Warner Bros."
0.706041,19000000.0,6682098.0,U Turn,125.0,1997-10-03,76,6.6,1997,25810746.1003698,9077364.99451521,"Sean Penn,Nick Nolte,Jennifer Lopez,Joaquin Phoenix,Claire Danes",Oliver Stone,Thriller,"Illusion Entertainment Group,Phoenix Pictures,Clyde Is Hungry Films,Canal+ Droits Audiovisuels"
0.685381999999999,30000000.0,25480490.0,Mimic,105.0,1997-08-22,99,5.3,1997,40753809.6321629,34614234.6264743,"Mira Sorvino,Jeremy Northam,Giancarlo Giannini,Josh Brolin,Alexander Goodwin",Guillermo del Toro,"Fantasy,Horror,Thriller","Miramax Films,Dimension Films"
0.683051,20000000.0,5716080.0,One Eight Seven,119.0,1997-07-29,67,6.4,1997,27169206.4214419,7765067.87207379,"Samuel L. Jackson,John Heard,Kelly Rowan,Clifton Collins, Jr.,Tony Plana",Kevin Reynolds,"Drama,Thriller",Icon Entertainment International
0.676667,40000000.0,87840042.0,Spawn,96.0,1997-07-31,183,5.0,1997,54338412.8428838,119327211.658306,"Michael Jai White,Martin Sheen,John Leguizamo,Theresa Randle,Nicol Williamson",Mark A.Z. DippÃ©,"Action,Adventure,Fantasy,Horror,Science Fiction","New Line Cinema,Pull Down Your Pants Pictures,Todd McFarlane Entertainment"
0.663483,250000.0,501818.0,Cube,90.0,1997-09-09,508,6.7,1997,339615.080268024,681699.841399757,"Nicole de Boer,Nicky Guadagni,David Hewlett,Andrew Miller,Julian Richings",Vincenzo Natali,"Thriller,Science Fiction,Mystery","TÃ©lÃ©film Canada,Feature Film Project,Cube Libre,Harold Greenberg Fund,Odeon Films"
0.660297,28000000.0,5684789.0,Kundun,134.0,1997-12-25,34,7.1,1997,38036888.9900187,7722560.29016712,"Tenzin Thuthob Tsarong,Tencho Gyalpo,Tsewang Migyur Khangsar,Gyurme Tethong,Robert Lin",Martin Scorsese,Drama,Touchstone Pictures
0.648088,80000000.0,17626234.0,The Postman,177.0,1997-12-25,148,6.1,1997,108676825.685767,23944539.4989319,"Kevin Costner,Will Patton,Olivia Williams,Larenz Tate,Tom Petty",Kevin Costner,"Drama,Adventure","Tig Productions,Warner Bros."
0.638429,50000000.0,48169156.0,G.I. Jane,125.0,1997-08-22,208,6.0,1997,67923016.0536048,65435887.1255319,"Demi Moore,Viggo Mortensen,Anne Bancroft,Jason Beghe,Daniel von Bargen",Ridley Scott,"Action,Drama","Caravan Pictures,Hollywood Pictures,First Independent Films,Largo Entertainment,Scott Free Productions"
0.636839,60000000.0,33956608.0,The Relic,110.0,1997-01-10,57,5.7,1997,81507619.2643258,46128704.6061993,"Penelope Ann Miller,Tom Sizemore,Linda Hunt,James Whitmore,Clayton Rohner",Peter Hyams,"Horror,Thriller,Mystery","Paramount Pictures,Universal Pictures,Toho-Towa,Mutual Film Company,Pacific Western"
0.530543999999999,60000000.0,16000000.0,Fire Down Below,105.0,1997-09-05,34,5.0,1997,81507619.2643258,21735365.1371535,"Steven Seagal,Marg Helgenberger,Stephen Lang,Brad Hunt,Kris Kristofferson",FÃ©lix EnrÃ­quez AlcalÃ¡,"Action,Adventure,Crime,Thriller",Warner Bros.
0.512273,38000000.0,122417389.0,MouseHunt,98.0,1997-12-19,134,6.1,1997,51621492.2007396,166299165.565747,"Nathan Lane,Lee Evans,Vicki Lewis,Maury Chaykin,Eric Christmas",Gore Verbinski,"Comedy,Family",DreamWorks
0.511529,5000000.0,3263585.0,The Sweet Hereafter,112.0,1997-05-14,41,6.4,1997,6792301.60536048,4433450.72694607,"Ian Holm,Caerthan Banks,Sarah Polley,Tom McCamus,Gabrielle Rose",Atom Egoyan,Drama,Fine Line Features
0.473762,15000000.0,44862187.0,Cop Land,104.0,1997-08-15,185,6.5,1997,20376904.8160814,60943500.9560164,"Sylvester Stallone,Harvey Keitel,Ray Liotta,Robert De Niro,Peter Berg",James Mangold,"Action,Crime,Drama","Miramax Films,Across the River Productions,Woods Entertainment"
0.46602,20000000.0,60000000.0,Selena,127.0,1997-03-21,82,6.9,1997,27169206.4214419,81507619.2643258,"Jennifer Lopez,Edward James Olmos,Constance Marie,Jon Seda,Lupe Ontiveros",Gregory Nava,"Documentary,Drama",Warner Bros. Pictures
0.464907,25000000.0,100000000.0,Spice World - The Movie,93.0,1997-12-19,65,5.2,1997,33961508.0268024,135846032.107209,"Victoria Beckham,Melanie Brown,Emma Bunton,Melanie Chisholm,Geri Halliwell",Bob Spiers,"Adventure,Fantasy,Drama,Comedy,Music",Columbia Pictures Corporation
0.463524,18000000.0,8038061.0,The Ice Storm,112.0,1997-09-27,67,6.3,1997,24452285.7792977,10919386.926857,"Kevin Kline,Joan Allen,Sigourney Weaver,Henry Czerny,Tobey Maguire",Ang Lee,Drama,"Fox Searchlight Pictures,Good Machine,Canal+ Droits Audiovisuels"
0.436806,3000000.0,23144499.0,Air Bud,98.0,1997-08-01,50,5.3,1997,4075380.96321629,31440883.5425928,"Kevin Zegers,Wendy Makkena,Michael Jeter,Bill Cobbs,Brendan Fletcher",Charles Martin Smith,"Comedy,Family,Drama",Walt Disney Pictures
0.425112,32000000.0,3566637.0,Cats Don't Dance,75.0,1997-03-26,10,7.1,1997,43470730.274307,4845134.84416762,"Scott Bakula,Jasmine Guy,Natalie Cole,Ashley Peldon,Lindsay Ridgeway",Mark Dindal,"Animation,Comedy,Family,Music","Warner Bros. Animation,Warner Bros. Family Entertainment"
1.086558,30000000.0,51376861.0,Mortal Kombat: Annihilation,95.0,1997-11-21,118,3.9,1997,40753809.6321629,69793427.0897364,"Robin Shou,Talisa Soto,James Remar,Sandra Hess,Lynn 'Red' Williams",John R. Leonetti,"Action,Fantasy,Science Fiction","New Line Cinema,Threshold Entertainment"
0.447075,55000000.0,31987563.0,Metro,117.0,1997-01-16,64,5.3,1997,74715317.6589653,43453835.1032939,"Eddie Murphy,Kim Miyori,Art Evans,James Carpenter,Michael Rapaport",Thomas Carter,"Action,Adventure,Comedy,Crime,Thriller","Caravan Pictures,Touchstone Pictures"
0.401471,5000000.0,15738769.0,Wishmaster,90.0,1997-09-19,41,5.4,1997,6792301.60536048,21380493.1890195,"Andrew Divoff,Tammy Lauren,Robert Englund,Chris Lemmon,Wendy Benson-Landes",Robert Kurtzman,Horror,"Image Organization,Pierre David"
0.362661,35000000.0,31611225.0,For Richer or Poorer,115.0,1997-12-11,23,5.8,1997,47546111.2375233,42942594.8629822,"Tim Allen,Kirstie Alley,Wayne Knight,Larry Miller,Jay O. Sanders",Bryan Spicer,Comedy,"Universal Pictures,Yorktown Productions,The Bubble Factory,Sheinberg Productions"
0.223994,10000000.0,17979739.0,Turbo: A Power Rangers Movie,99.0,1997-03-27,33,4.6,1997,13584603.2107209,24424762.0147325,"Johnny Yong Bosch,Nakia Burrise,Jason David Frank,Catherine Sutherland,Amy Jo Johnson","Shuki Levy,David Winning","Action,Adventure,Family,Fantasy,Science Fiction","20th Century Fox,Saban Entertainment"
0.37438,20000000.0,13801755.0,The Man Who Knew Too Little,97.0,1997-11-14,64,6.5,1997,27169206.4214419,18749136.5286584,"Bill Murray,Peter Gallagher,Joanne Whalley,Alfred Molina,Richard Wilson",Jon Amiel,"Comedy,Thriller,Crime,Action","Regency Enterprises,Taurus Films,Polar Productions,Warner Bros."
0.364359,55000000.0,11466088.0,Turbulence,100.0,1997-01-09,23,5.3,1997,74715317.6589653,15576225.5859209,"Ray Liotta,Lauren Holly,Brendan Gleeson,HÃ©ctor Elizondo,Rachel Ticotin",Robert Butler,"Action,Thriller,Crime","Metro-Goldwyn-Mayer (MGM),Rysher Entertainment"
0.345909,16000000.0,1686429.0,Steel,97.0,1997-08-15,19,4.3,1997,21735365.1371535,2290946.88080529,"Shaquille O'Neal,Annabeth Gish,Richard Roundtree,Judd Nelson,Irma P. Hall",Kenneth Johnson,"Science Fiction,Action,Adventure","Warner Bros. Pictures,DC Comics,Quincy Jones-David Salzman Entertainment"
0.325869,28000000.0,41230799.0,Private Parts,109.0,1997-03-07,38,6.6,1997,38036888.9900187,56010404.447599,"Howard Stern,Mary McCormack,Kelly Bishop,Paul Giamatti,Leslie Bibb",Betty Thomas,"Comedy,Drama","Paramount Pictures,Rysher Entertainment"
0.05639,12000000.0,4000000.0,Playing God,94.0,1997-10-17,15,5.7,1997,16301523.8528651,5433841.28428838,"David Duchovny,Timothy Hutton,Angelina Jolie,Michael Massee,Stacey Travis",Andy Wilson,"Drama,Action,Thriller,Crime",Touchstone Pictures
0.285559,19000000.0,44332015.0,Picture Perfect,105.0,1997-08-01,57,5.2,1997,25810746.1003698,60223283.330673,"Jennifer Aniston,Jay Mohr,Kevin Bacon,Olympia Dukakis,Illeana Douglas",Glenn Gordon Caron,"Comedy,Romance",20th Century Fox
0.2817,35000000.0,791830.0,Anna Karenina,108.0,1997-04-04,11,6.0,1997,47546111.2375233,1075669.63603451,"Sophie Marceau,Sean Bean,Alfred Molina,Mia Kirshner,James Fox",Bernard Rose,"Drama,Romance","Icon Entertainment International,Warner Bros.,Studio Trite"
0.263311,25000000.0,11838218.0,Most Wanted,99.0,1997-10-10,12,6.0,1997,33961508.0268024,16081749.4252014,"Keenen Ivory Wayans,Jon Voight,Robert Kotecki,Rick Cramer,Kenn Whitaker",David Hogan,"Action,Thriller","New Line Cinema,Ivory Way Productions"
0.245162,35000000.0,25105255.0,Midnight in the Garden of Good and Evil,155.0,1997-11-21,76,6.4,1997,47546111.2375233,34104492.7678968,"John Cusack,Kevin Spacey,Jude Law,Alison Eastwood,Jack Thompson",Clint Eastwood,"Crime,Drama,Mystery,Thriller","Warner Bros.,Malpaso Company"
0.223151,22000000.0,26570463.0,An American Werewolf in Paris,105.0,1997-12-25,68,5.3,1997,29886127.0635861,36094919.6980142,"Tom Everett Scott,Julie Delpy,Vince Vieluf,Julie Bowen,Phil Buckman",Anthony Waller,"Horror,Comedy","Hollywood Pictures,Cometstone Pictures"
0.22136,36000000.0,74000000.0,Amistad,155.0,1997-12-03,167,6.6,1997,48904571.5585954,100526063.759335,"Morgan Freeman,Nigel Hawthorne,Anthony Hopkins,Djimon Hounsou,Matthew McConaughey",Steven Spielberg,"Drama,History,Mystery",DreamWorks
0.214637,6000000.0,6330054.0,Affliction,114.0,1997-08-28,20,5.0,1997,8150761.92643258,8599127.18924371,"Nick Nolte,James Coburn,Sissy Spacek,Willem Dafoe,Brigid Tierney",Paul Schrader,Drama,Lions Gate Films
0.212272,30000000.0,13130349.0,Rosewood,140.0,1997-02-21,14,6.0,1997,40753809.6321629,17837058.1183286,"Ving Rhames,Jon Voight,Don Cheadle,Michael Rooker,Bruce McGill",John Singleton,"Drama,History","New Deal Productions,Warner Bros.,Peters Entertainment"
0.21055,73000000.0,229074524.0,The Lost World: Jurassic Park,129.0,1997-05-23,1655,6.1,1997,99167603.438263,311188651.422477,"Jeff Goldblum,Julianne Moore,Pete Postlethwaite,Richard Attenborough,Vince Vaughn",Steven Spielberg,"Adventure,Action,Science Fiction","Universal Pictures,Amblin Entertainment"
0.206863,37000000.0,6482195.0,Switchback,118.0,1997-10-31,20,5.7,1997,50263031.8796675,8805804.70095194,"Dennis Quaid,Danny Glover,R. Lee Ermey,Claudia Stedelin,Brent Hinkley",Jeb Stuart,"Action,Adventure,Mystery,Thriller","Paramount Pictures,Pacific Western,Rysher Entertainment"
0.158203,4000000.0,29456000.0,La vÃ©ritÃ© si je mens !,100.0,1997-04-01,59,6.4,1997,5433841.28428838,40014807.2174996,"Richard Anconina,Vincent Elbaz,Richard Bohringer,JosÃ© Garcia,Amira Casar",Thomas Gilou,Comedy,"France 2 CinÃ©ma,Orly Films,M6 Films,Les Productions Jacques Roitfeld,Canal+"
0.065672,786675.0,861789.0,The Castle,85.0,1997-04-10,32,7.0,1997,1068666.77307939,1170706.1616364,"Michael Caton,Anne Tenney,Stephen Curry,Anthony Simcoe,Sophie Lee",Rob Sitch,"Drama,Comedy","Working Dog,Village Roadshow Entertainment"
6.112766,150000000.0,1274219009.0,Frozen,102.0,2013-11-27,3369,7.5,2013,140405002.911063,1192711491.11985,"Kristen Bell,Idina Menzel,Jonathan Groff,Josh Gad,Santino Fontana","Chris Buck,Jennifer Lee","Animation,Adventure,Family","Walt Disney Pictures,Walt Disney Animation Studios"
5.242753,105000000.0,716392705.0,Gravity,91.0,2013-09-27,3775,7.4,2013,98283502.0377446,670567465.539932,"Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,Phaldut Sharma",Alfonso CuarÃ³n,"Science Fiction,Thriller,Drama","Warner Bros.,Heyday Films,Esperanto Filmoj"
5.1119,170000000.0,479765000.0,Thor: The Dark World,112.0,2013-10-29,3025,6.8,2013,159125669.965872,449076041.477509,"Chris Hemsworth,Natalie Portman,Tom Hiddleston,Anthony Hopkins,Christopher Eccleston",Alan Taylor,"Action,Adventure,Fantasy",Marvel Studios
4.946136,200000000.0,1215439994.0,Iron Man 3,130.0,2013-04-18,6882,6.9,2013,187206670.548084,1137692372.63862,"Robert Downey Jr.,Gwyneth Paltrow,Guy Pearce,Don Cheadle,Ben Kingsley",Shane Black,"Action,Adventure,Science Fiction",Marvel Studios
4.942928,75000000.0,117698894.0,Now You See Me,115.0,2013-05-29,3453,7.3,2013,70202501.4555318,110170090.364659,"Jesse Eisenberg,Mark Ruffalo,Woody Harrelson,MÃ©lanie Laurent,Isla Fisher",Louis Leterrier,"Thriller,Crime","Summit Entertainment,K/O Paper Products,SOIXAN7E QUIN5E,See Me Louisiana"
4.921275,130000000.0,847423452.0,The Hunger Games: Catching Fire,146.0,2013-11-15,4269,7.4,2013,121684335.856255,793216614.966424,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Elizabeth Banks",Francis Lawrence,"Science Fiction,Thriller,Action,Adventure","Lionsgate,Color Force"
4.877927,100000000.0,392000694.0,The Wolf of Wall Street,180.0,2013-12-25,4027,7.9,2013,93603335.2740424,366925723.881393,"Leonardo DiCaprio,Jonah Hill,Margot Robbie,Kyle Chandler,Rob Reiner",Martin Scorsese,"Crime,Drama,Comedy","Paramount Pictures,Appian Way,EMJAG Productions,Red Granite Pictures,Sikelia Productions"
4.705208,180000000.0,407602906.0,Pacific Rim,131.0,2013-07-11,3590,6.7,2013,168486003.493276,381529914.68992,"Idris Elba,Charlie Hunnam,Charlie Day,Ron Perlman,Burn Gorman",Guillermo del Toro,"Action,Science Fiction,Adventure","Legendary Pictures,Warner Bros.,Disney Double Dare You (DDY),Indochina Productions"
4.405923,120000000.0,286168572.0,Oblivion,126.0,2013-04-10,3729,6.3,2013,112324002.32885,267863327.898099,"Tom Cruise,Morgan Freeman,Olga Kurylenko,Andrea Riseborough,Nikolaj Coster-Waldau",Joseph Kosinski,"Action,Science Fiction,Adventure,Mystery","Universal Pictures,Chernin Entertainment,Relativity Media,Monolith Pictures (III),Radical Studios"
4.310786,250000000.0,958400000.0,The Hobbit: The Desolation of Smaug,161.0,2013-12-11,2952,7.6,2013,234008338.185106,897094365.266423,"Martin Freeman,Ian McKellen,Richard Armitage,Ken Stott,Graham McTavish",Peter Jackson,"Adventure,Fantasy","WingNut Films,New Line Cinema,Metro-Goldwyn-Mayer (MGM)"
3.97246,225000000.0,662845518.0,Man of Steel,143.0,2013-06-12,4729,6.5,2013,210607504.366595,620445512.562503,"Henry Cavill,Amy Adams,Michael Shannon,Diane Lane,Russell Crowe",Zack Snyder,"Action,Adventure,Fantasy,Science Fiction","Legendary Pictures,Warner Bros.,DC Entertainment,Syncopy,Cruel and Unusual Films"
3.951582,23000000.0,47351251.0,Her,126.0,2013-12-18,2422,7.8,2013,21528767.1130297,44322350.2299834,"Joaquin Phoenix,Scarlett Johansson,Rooney Mara,Amy Adams,Olivia Wilde",Spike Jonze,"Romance,Science Fiction,Drama",Annapurna Pictures
3.928789,76000000.0,970761885.0,Despicable Me 2,98.0,2013-06-25,3436,7.0,2013,71138534.8082722,908665501.929164,"Steve Carell,Kristen Wiig,Benjamin Bratt,Miranda Cosgrove,Russell Brand","Pierre Coffin,Chris Renaud","Animation,Comedy,Family","Universal Pictures,Illumination Entertainment"
3.877342,190000000.0,467365246.0,Star Trek Into Darkness,132.0,2013-05-05,3363,7.4,2013,177846337.02068,437469458.167733,"Chris Pine,Zachary Quinto,Zoe Saldana,Karl Urban,Simon Pegg",J.J. Abrams,"Action,Adventure,Science Fiction","Paramount Pictures,Skydance Productions,Bad Robot,Kurtzman/Orci"
3.625529,20000000.0,187000000.0,12 Years a Slave,134.0,2013-10-18,2241,7.9,2013,18720667.0548084,175038236.962459,"Chiwetel Ejiofor,Michael Fassbender,Lupita Nyong'o,Benedict Cumberbatch,Paul Dano",Steve McQueen,"Drama,History","Plan B Entertainment,Regency Enterprises,River Road Entertainment,Film4,New Regency Pictures"
3.518275,38000000.0,98337295.0,Riddick,119.0,2013-09-02,1530,6.2,2013,35569267.4041361,92046987.9382742,"Vin Diesel,Karl Urban,Katee Sackhoff,Jordi MollÃ ,Bokeem Woodbine",David Twohy,"Science Fiction,Action,Thriller","One Race Productions,Radar Pictures,Riddick Canada Productions"
3.472358,13000000.0,318000141.0,The Conjuring,112.0,2013-07-18,1910,7.4,2013,12168433.5856255,297658738.152157,"Patrick Wilson,Vera Farmiga,Ron Livingston,Lili Taylor,Joey King",James Wan,"Horror,Thriller","New Line Cinema,The Safran Company,Evergreen Media Group"
3.200427,105000000.0,351040419.0,The Great Gatsby,143.0,2013-05-10,2403,7.2,2013,98283502.0377446,328585540.343973,"Leonardo DiCaprio,Tobey Maguire,Carey Mulligan,Joel Edgerton,Elizabeth Debicki",Baz Luhrmann,"Drama,Romance","Village Roadshow Pictures,Bazmark Films,Warner Bros.,A&E Television Networks,Red Wagon Entertainment"
2.951594,115000000.0,286140700.0,Elysium,109.0,2013-08-07,2366,6.5,2013,107643835.565148,267837238.776492,"Matt Damon,Jodie Foster,Sharlto Copley,Alice Braga,Diego Luna",Neill Blomkamp,"Science Fiction,Action,Drama,Thriller","TriStar Pictures,Media Rights Capital,Sony Pictures Entertainment (SPE),QED International,Alpha Core"
2.815499,92000000.0,304654182.0,A Good Day to Die Hard,98.0,2013-02-06,3003,5.2,2013,86115068.452119,285166475.403851,"Bruce Willis,Jai Courtney,Sebastian Koch,Mary Elizabeth Winstead,Yuliya Snigir",John Moore,"Action,Thriller","Ingenious Media,Twentieth Century Fox Film Corporation,Dune Entertainment,Mid Atlantic Films,Big Screen Productions"
2.811403,3000000.0,89328627.0,The Purge,86.0,2013-05-31,1522,5.8,2013,2808100.05822127,83614574.2265088,"Lena Headey,Ethan Hawke,Max Burkholder,Adelaide Kane,Rhys Wakefield",James DeMonaco,"Science Fiction,Horror,Thriller","Universal Pictures,Why Not Productions,Platinum Dunes,Blumhouse Productions,20th Century Fox Russia"
2.643496,200000000.0,743559607.0,Monsters University,104.0,2013-06-20,2251,7.0,2013,187206670.548084,695996591.902562,"Billy Crystal,John Goodman,Steve Buscemi,Helen Mirren,Joel Murray",Dan Scanlon,"Animation,Family","Walt Disney Pictures,Pixar Animation Studios"
2.604638,200000000.0,531865000.0,World War Z,116.0,2013-06-20,3822,6.7,2013,187206670.548084,497843379.155286,"Brad Pitt,Mireille Enos,Abigail Hargrove,Sterling Jerins,James Badge Dale",Marc Forster,"Action,Drama,Horror,Science Fiction,Thriller","Paramount Pictures,GK Films,Skydance Productions,Hemisphere Media Capital,Apparatus Productions"
2.497001,90000000.0,188133322.0,The Secret Life of Walter Mitty,114.0,2013-12-18,2221,7.0,2013,84243001.7466382,176099064.153853,"Ben Stiller,Kristen Wiig,Patton Oswalt,Shirley MacLaine,Adam Scott",Ben Stiller,"Adventure,Comedy,Drama,Fantasy","New Line Cinema,Ingenious Media,Twentieth Century Fox Film Corporation,Samuel Goldwyn Films,Big Screen Productions"
2.476989,110000000.0,125537191.0,Ender's Game,114.0,2013-10-23,1608,6.6,2013,102963668.801446,117506997.785345,"Asa Butterfield,Harrison Ford,Hailee Steinfeld,Abigail Breslin,Ben Kingsley",Gavin Hood,"Science Fiction,Action,Adventure","Summit Entertainment,Chartoff Productions,Odd Lot Entertainment,K/O Paper Products,Digital Domain"
2.443357,37000000.0,269994119.0,We're the Millers,110.0,2013-08-07,1960,6.9,2013,34633234.0513957,252723500.427767,"Jason Sudeikis,Jennifer Aniston,Will Poulter,Emma Roberts,Ed Helms",Rawson Marshall Thurber,"Comedy,Crime","New Line Cinema,BenderSpink,Heyday Films,Newman/Tooley Films,Vincent Newman Entertainment"
